worker_id,production_id,gender,age_group,experience_years,migration_background,caring_responsibilities,role,seniority,contract_type,production_type,is_debut,funding_type,employer_size_proxy,country,n_employers_per_year,working_days,daily_rate,total_pay,fte_equivalent_pay,includes_variable_pay,pay_definition_harmonized
W0132,P030,female,56+,32.0,national,True,producer,senior,freelance_cache,short_film,False,mixed,micro,PT,4.0,13,,9696.57,164095.8,False,True
W0132,P031,female,56+,32.0,national,True,producer,junior,fixed_term,short_film,False,private,large,SE,,20,514.24,10284.8,,False,False
W0132,P053,female,56+,,national,True,producer,senior,freelance_cache,feature_film,False,private,micro,FR,3.0,89,,62413.92,154281.6,True,True
W0133,P049,female,36-45,11.0,national,True,screenwriter,mid,freelance_cache,tv_series,False,private,medium,FR,7.0,61,345.22,21058.42,75948.4,True,True
W0133,P013,female,36-45,11.0,national,True,producer,mid,fixed_term,advertising,False,private,micro,DE,4.0,5,576.43,2882.15,126814.6,True,True
W0133,P059,female,36-45,11.0,national,True,screenwriter,senior,fixed_term,short_film,False,private,medium,IT,7.0,18,317.67,5718.06,69887.4,False,True
W0133,P052,male,36-45,11.0,national,True,editor,junior,fixed_term,documentary,False,mixed,medium,NL,7.0,18,284.98,5129.64,62695.6,False,True
W0133,P050,female,36-45,11.0,national,True,screenwriter,junior,fixed_term,feature_film,False,private,large,NL,5.0,77,221.52,17057.04,48734.4,False,True
W0134,P035,male,18-25,,national,False,cinematographer,senior,freelance_cache,advertising,False,private,large,PT,3.0,8,615.77,4926.16,135469.4,False,True
W0134,P028,male,18-25,2.0,national,False,cinematographer,junior,freelance_cache,documentary,True,mixed,micro,DE,3.0,49,464.49,22760.01,,False,False
W0135,P053,male,36-45,9.0,national,False,screenwriter,mid,freelance_cache,feature_film,False,private,micro,FR,2.0,54,410.04,22142.16,,False,True
W0135,P007,male,36-45,9.0,national,False,screenwriter,lead,freelance_cache,documentary,True,public,small,PL,5.0,25,683.74,17093.5,150422.8,False,True
W0135,P008,male,36-45,9.0,national,False,screenwriter,senior,intermittent,feature_film,False,mixed,medium,DE,5.0,83,613.92,50955.36,,False,True
W0136,P014,male,36-45,8.0,national,False,director,senior,freelance_cache,short_film,False,private,large,RO,7.0,17,724.17,12310.89,159317.4,True,True
W0136,P008,male,36-45,8.0,national,False,director,lead,freelance_cache,feature_film,False,mixed,medium,DE,5.0,41,779.58,,171507.6,False,False
W0136,P030,male,36-45,,national,False,director,senior,freelance_cache,short_film,False,mixed,micro,PT,7.0,18,755.08,13591.44,166117.6,False,True
W0136,P003,male,36-45,8.0,national,False,director,senior,freelance_cache,documentary,False,public,small,BE,4.0,39,,25434.24,,True,True
W0136,P026,male,36-45,8.0,national,False,editor,senior,freelance_cache,advertising,False,public,medium,FR,,11,,4712.62,94252.4,False,True
W0137,P018,male,26-35,4.0,national,False,sound_technician,lead,fixed_term,short_film,False,public,large,DE,,9,403.74,3633.66,88822.8,False,True
W0137,P047,male,26-35,4.0,national,False,sound_technician,mid,fixed_term,tv_series,False,private,medium,DE,5.0,29,,8951.14,67905.2,False,True
W0137,P040,male,26-35,4.0,national,False,sound_technician,senior,permanent,short_film,False,public,medium,DE,4.0,5,370.59,,81529.8,False,True
W0137,P016,male,26-35,4.0,national,False,sound_technician,mid,freelance_cache,feature_film,False,private,large,IT,5.0,55,293.6,16148.0,,False,True
W0138,P052,male,26-35,4.0,non_EU,True,sound_technician,mid,freelance_cache,documentary,False,mixed,medium,NL,1.0,40,299.69,11987.6,65931.8,True,True
W0138,P020,male,26-35,4.0,non_EU,True,sound_technician,mid,freelance_cache,tv_series,False,private,small,FR,1.0,39,296.23,11552.97,65170.6,False,True
W0139,P040,male,26-35,7.0,national,False,editor,senior,fixed_term,short_film,False,public,medium,DE,3.0,9,426.97,3842.73,93933.4,False,False
W0139,P037,male,26-35,7.0,national,False,editor,mid,fixed_term,tv_series,False,private,micro,IT,4.0,59,380.14,,83630.8,False,False
W0140,P013,female,18-25,0.0,national,False,director,mid,freelance_cache,advertising,False,private,micro,DE,2.0,11,460.16,5061.76,,False,False
W0141,P035,male,36-45,16.0,national,False,screenwriter,senior,freelance_cache,advertising,False,private,large,PT,2.0,18,575.97,10367.46,126713.4,False,True
W0142,P002,male,46-55,28.0,EU_mobile,False,composer,lead,permanent,advertising,False,private,micro,IT,2.0,17,620.25,10544.25,136455.0,True,False
W0143,P012,male,36-45,19.0,national,False,art_technician,mid,fixed_term,tv_series,False,public,micro,NL,6.0,34,251.86,8563.24,55409.2,False,True
W0143,P048,male,36-45,19.0,national,False,art_technician,lead,fixed_term,tv_series,False,private,medium,ES,5.0,70,449.25,31447.5,98835.0,False,True
W0143,P036,male,36-45,19.0,national,False,art_technician,mid,freelance_cache,feature_film,True,public,micro,FR,5.0,79,241.54,19081.66,53138.8,True,True
W0143,P058,male,36-45,19.0,national,False,art_technician,junior,intermittent,feature_film,False,private,micro,DE,4.0,39,228.26,8902.14,50217.2,False,True
W0144,P033,male,36-45,20.0,national,False,screenwriter,mid,intermittent,documentary,True,public,small,NL,3.0,43,506.73,21789.39,111480.6,True,True
W0144,P018,male,36-45,20.0,national,False,screenwriter,junior,freelance_cache,short_film,False,public,large,DE,4.0,14,344.55,4823.7,75801.0,False,True
W0144,P025,male,36-45,20.0,national,False,screenwriter,mid,intermittent,feature_film,False,private,micro,SE,4.0,80,434.26,34740.8,95537.2,False,True
W0144,P016,male,36-45,20.0,national,False,screenwriter,lead,freelance_cache,feature_film,False,private,large,IT,5.0,30,,,135964.4,False,False
W0145,P054,female,18-25,3.0,national,True,screenwriter,senior,freelance_cache,documentary,False,private,micro,PL,4.0,16,426.58,6825.28,93847.6,False,True
W0145,P037,female,18-25,3.0,national,True,screenwriter,senior,freelance_cache,tv_series,False,private,micro,IT,2.0,71,386.32,,,True,False
W0145,P015,female,18-25,3.0,national,True,screenwriter,junior,freelance_cache,advertising,False,private,small,SE,3.0,13,244.5,3178.5,53790.0,False,True
W0146,P036,male,46-55,20.0,national,False,sound_technician,lead,intermittent,feature_film,True,public,micro,FR,4.0,40,484.6,,106612.0,False,True
W0146,P038,male,46-55,20.0,national,False,editor,junior,permanent,short_film,False,mixed,micro,PT,3.0,22,,6012.6,60126.0,False,True
W0146,P051,male,46-55,20.0,national,False,sound_technician,lead,fixed_term,documentary,True,mixed,micro,FR,6.0,29,430.34,12479.86,94674.8,False,False
W0146,P035,male,46-55,20.0,national,False,sound_technician,senior,fixed_term,advertising,False,private,large,PT,4.0,20,409.24,8184.8,90032.8,True,True
W0147,P028,male,26-35,8.0,national,False,composer,mid,fixed_term,documentary,True,mixed,micro,DE,3.0,29,,,88160.6,False,True
W0148,P027,female,18-25,3.0,non_EU,False,art_technician,mid,freelance_cache,feature_film,False,mixed,small,IT,1.0,45,245.09,11029.05,53919.8,False,True
W0148,P040,female,18-25,,non_EU,False,art_technician,junior,fixed_term,short_film,False,public,medium,DE,1.0,23,,4649.22,44470.8,True,True
W0149,P035,male,46-55,21.0,national,False,cinematographer,junior,freelance_cache,advertising,False,private,large,PT,3.0,14,483.92,6774.88,,False,True
W0149,P063,male,46-55,21.0,national,False,editor,senior,freelance_cache,feature_film,False,mixed,large,RO,1.0,62,492.78,30552.36,108411.6,False,False
W0150,P028,male,26-35,6.0,national,False,director,junior,fixed_term,documentary,True,mixed,micro,DE,5.0,28,464.33,13001.24,102152.6,True,True
W0150,P042,male,26-35,6.0,national,False,director,junior,freelance_cache,advertising,False,public,small,ES,4.0,18,596.71,10740.78,131276.2,False,True
W0150,P060,male,26-35,6.0,national,False,director,mid,permanent,advertising,False,mixed,medium,SE,5.0,9,686.69,6180.21,151071.8,True,True
W0150,P023,male,26-35,,national,False,director,junior,freelance_cache,feature_film,False,mixed,small,IT,5.0,78,,,107641.6,True,True
W0150,P018,male,26-35,6.0,national,False,director,senior,intermittent,short_film,False,public,large,DE,5.0,9,742.18,6679.62,,False,True
W0151,P046,male,26-35,9.0,national,False,director,mid,fixed_term,feature_film,False,private,small,NL,3.0,64,630.62,40359.68,138736.4,False,False
W0151,P007,male,26-35,9.0,national,False,director,junior,freelance_cache,documentary,True,public,small,PL,3.0,38,564.11,21436.18,124104.2,True,True
W0151,P012,male,26-35,9.0,national,False,director,lead,freelance_cache,tv_series,False,public,micro,NL,6.0,69,850.5,58684.5,187110.0,True,True
W0151,P026,male,26-35,9.0,national,False,director,junior,intermittent,advertising,False,public,medium,FR,6.0,14,353.67,4951.38,77807.4,True,True
W0152,P054,male,36-45,19.0,national,False,editor,lead,fixed_term,documentary,False,private,micro,PL,7.0,60,592.69,35561.4,130391.8,False,True
W0152,P032,male,36-45,19.0,national,False,editor,lead,fixed_term,tv_series,False,private,small,DE,7.0,79,519.22,41018.38,,True,True
W0152,P008,male,36-45,19.0,national,False,editor,senior,fixed_term,feature_film,False,mixed,medium,DE,6.0,60,390.91,23454.6,86000.2,False,False
W0152,P009,male,36-45,19.0,national,False,editor,senior,freelance_cache,advertising,False,private,large,FR,7.0,8,,4237.28,116525.2,False,True
W0152,P058,male,36-45,19.0,national,False,editor,senior,freelance_cache,feature_film,False,private,micro,DE,5.0,62,435.69,27012.78,95851.8,False,False
W0153,P038,male,36-45,20.0,national,False,sound_technician,mid,fixed_term,short_film,False,mixed,micro,PT,,8,333.34,,73334.8,False,True
W0153,P020,male,36-45,20.0,national,False,sound_technician,lead,fixed_term,tv_series,False,private,small,FR,4.0,44,513.0,22572.0,112860.0,True,True
W0154,P023,male,26-35,6.0,EU_mobile,False,producer,mid,freelance_cache,feature_film,False,mixed,small,IT,6.0,45,647.96,29158.2,142551.2,True,True
W0154,P022,male,26-35,6.0,EU_mobile,False,editor,senior,freelance_cache,feature_film,False,private,large,NL,7.0,46,462.8,21288.8,,False,True
W0154,P010,male,26-35,6.0,EU_mobile,False,composer,junior,freelance_cache,documentary,False,private,micro,FR,6.0,49,,,,True,False
W0154,P053,male,26-35,6.0,EU_mobile,False,editor,senior,freelance_cache,feature_film,False,private,micro,FR,7.0,77,477.32,36753.64,105010.4,False,True
W0154,P003,male,26-35,6.0,EU_mobile,False,editor,senior,freelance_cache,documentary,False,public,small,BE,4.0,16,,,99869.0,False,False
W0155,P028,female,56+,25.0,national,False,sound_technician,senior,freelance_cache,documentary,True,mixed,micro,DE,3.0,58,395.1,22915.8,86922.0,True,False
W0156,P002,female,36-45,10.0,national,False,art_technician,senior,fixed_term,advertising,False,private,micro,IT,3.0,16,389.43,,85674.6,False,True
W0156,P039,female,36-45,10.0,national,False,art_technician,senior,fixed_term,feature_film,False,private,small,PT,1.0,46,340.53,15664.38,,True,True
W0157,P030,male,46-55,25.0,EU_mobile,False,producer,lead,freelance_cache,short_film,False,mixed,micro,PT,3.0,16,,17941.12,246690.4,True,True
W0157,P026,male,46-55,25.0,EU_mobile,False,producer,junior,freelance_cache,advertising,False,public,medium,FR,2.0,8,469.68,3757.44,103329.6,True,True
W0157,P019,male,46-55,25.0,EU_mobile,False,producer,mid,fixed_term,feature_film,False,private,micro,PL,2.0,63,,40847.31,142641.4,False,True
W0158,P051,male,46-55,26.0,EU_mobile,False,cinematographer,junior,freelance_cache,documentary,True,mixed,micro,FR,1.0,28,,13146.56,,False,True
W0159,P022,male,18-25,,national,False,composer,lead,freelance_cache,feature_film,False,private,large,NL,4.0,30,764.78,22943.4,168251.6,False,True
W0159,P003,male,18-25,1.0,national,False,screenwriter,mid,freelance_cache,documentary,False,public,small,BE,4.0,35,449.95,,98989.0,False,True
W0159,P065,male,18-25,1.0,national,False,screenwriter,junior,freelance_cache,advertising,False,private,micro,DE,5.0,19,,6868.5,79530.0,False,False
W0159,P025,male,18-25,1.0,national,False,screenwriter,mid,freelance_cache,feature_film,False,private,micro,SE,6.0,46,384.7,17696.2,84634.0,True,True
W0159,P062,male,18-25,1.0,national,False,screenwriter,lead,freelance_cache,documentary,False,private,micro,BE,4.0,49,,,139174.2,False,True
W0160,P041,male,26-35,10.0,national,False,art_technician,senior,freelance_cache,tv_series,False,public,micro,PL,4.0,48,358.09,17188.32,78779.8,True,True
W0160,P040,male,26-35,10.0,national,False,art_technician,lead,fixed_term,short_film,False,public,medium,DE,,24,,10062.0,92235.0,False,True
W0160,P044,male,26-35,,national,False,art_technician,lead,permanent,documentary,True,private,small,DE,4.0,19,457.0,8683.0,100540.0,False,False
W0160,P008,male,26-35,10.0,national,False,art_technician,junior,fixed_term,feature_film,False,mixed,medium,DE,6.0,68,224.48,15264.64,49385.6,False,True
W0160,P004,male,26-35,10.0,national,False,art_technician,lead,fixed_term,documentary,False,private,large,IT,7.0,57,452.05,25766.85,99451.0,True,True
W0161,P054,male,56+,29.0,national,False,producer,lead,fixed_term,documentary,False,private,micro,PL,2.0,20,1010.94,20218.8,222406.8,True,False
W0161,P042,male,56+,29.0,national,False,producer,mid,freelance_cache,advertising,False,public,small,ES,,13,829.98,10789.74,182595.6,True,False
W0161,P011,male,56+,29.0,national,False,producer,junior,freelance_cache,tv_series,False,public,medium,NL,3.0,30,494.06,14821.8,108693.2,True,True
W0162,P004,female,26-35,6.0,national,False,screenwriter,lead,freelance_cache,documentary,False,private,large,IT,2.0,48,,27799.68,127415.2,False,True
W0162,P044,female,26-35,6.0,national,False,producer,senior,fixed_term,documentary,True,private,small,DE,3.0,25,682.98,17074.5,150255.6,True,False
W0163,P044,female,26-35,6.0,EU_mobile,False,art_technician,senior,freelance_cache,documentary,True,private,small,DE,3.0,40,,,83947.6,False,True
W0164,P058,female,36-45,17.0,national,False,screenwriter,junior,freelance_cache,feature_film,False,private,micro,DE,6.0,47,306.04,,67328.8,False,False
W0164,P042,female,36-45,17.0,national,False,screenwriter,lead,fixed_term,advertising,False,public,small,ES,3.0,14,533.97,7475.58,117473.4,False,True
W0164,P030,female,36-45,17.0,national,False,screenwriter,junior,fixed_term,short_film,False,mixed,micro,PT,6.0,16,294.83,4717.28,64862.6,True,True
W0164,P009,female,36-45,17.0,national,False,producer,junior,intermittent,advertising,False,private,large,FR,5.0,13,,,93645.2,False,False
W0165,P039,male,56+,24.0,national,False,director,lead,freelance_cache,feature_film,False,private,small,PT,3.0,73,950.25,,,False,True
W0165,P025,male,56+,24.0,national,False,director,senior,permanent,feature_film,False,private,micro,SE,2.0,56,675.98,37854.88,148715.6,False,False
W0165,P035,male,56+,24.0,national,False,director,mid,freelance_cache,advertising,False,private,large,PT,,10,,,149010.4,False,False
W0166,P005,female,46-55,,EU_mobile,False,screenwriter,senior,permanent,advertising,False,private,small,ES,,11,,5112.25,102245.0,False,True
W0166,P036,female,46-55,25.0,EU_mobile,False,screenwriter,mid,freelance_cache,feature_film,True,public,micro,FR,5.0,89,348.47,31013.83,76663.4,False,True
W0166,P028,female,46-55,25.0,EU_mobile,False,screenwriter,senior,permanent,documentary,True,mixed,micro,DE,5.0,55,493.16,27123.8,108495.2,False,True
W0166,P034,female,46-55,25.0,EU_mobile,False,screenwriter,mid,fixed_term,advertising,False,public,micro,FR,4.0,20,277.55,5551.0,61061.0,True,False
W0167,P047,male,56+,31.0,national,False,art_technician,senior,freelance_cache,tv_series,False,private,medium,DE,6.0,54,354.24,19128.96,77932.8,False,True
W0167,P007,male,56+,31.0,national,False,art_technician,mid,fixed_term,documentary,True,public,small,PL,3.0,41,292.17,11978.97,64277.4,False,True
W0167,P032,male,56+,31.0,national,False,art_technician,mid,intermittent,tv_series,False,private,small,DE,5.0,41,314.62,12899.42,69216.4,True,False
W0167,P017,male,56+,31.0,national,False,art_technician,mid,fixed_term,tv_series,False,private,micro,ES,5.0,45,269.15,12111.75,59213.0,False,True
W0168,P058,female,46-55,16.0,national,False,editor,senior,freelance_cache,feature_film,False,private,micro,DE,3.0,65,426.88,27747.2,93913.6,False,True
W0169,P041,male,26-35,2.0,national,False,cinematographer,senior,freelance_cache,tv_series,False,public,micro,PL,3.0,75,797.31,59798.25,175408.2,False,True
W0170,P056,male,36-45,19.0,national,False,screenwriter,junior,freelance_cache,short_film,False,private,small,FR,6.0,7,344.27,,,True,True
W0170,P011,male,36-45,19.0,national,False,sound_technician,mid,fixed_term,tv_series,False,public,medium,NL,6.0,55,268.96,14792.8,59171.2,True,False
W0170,P038,male,36-45,19.0,national,False,screenwriter,junior,freelance_cache,short_film,False,mixed,micro,PT,5.0,18,,,80311.0,False,False
W0170,P048,male,36-45,19.0,national,False,screenwriter,senior,freelance_cache,tv_series,False,private,medium,ES,5.0,74,488.09,36118.66,107379.8,False,True
W0171,P027,male,26-35,4.0,national,False,screenwriter,lead,fixed_term,feature_film,False,mixed,small,IT,,42,575.38,24165.96,126583.6,False,True
W0172,P005,female,36-45,19.0,national,True,art_technician,lead,fixed_term,advertising,False,private,small,ES,5.0,5,,1822.8,80203.2,False,False
W0172,P042,female,36-45,19.0,national,True,art_technician,lead,freelance_cache,advertising,False,public,small,ES,6.0,20,385.62,,84836.4,False,False
W0172,P056,female,36-45,19.0,national,True,art_technician,senior,intermittent,short_film,False,private,small,FR,6.0,12,341.42,4097.04,75112.4,True,False
W0172,P053,female,36-45,19.0,national,True,art_technician,junior,fixed_term,feature_film,False,private,micro,FR,7.0,47,205.64,,45240.8,True,True
W0172,P064,female,36-45,,national,True,art_technician,mid,fixed_term,advertising,False,private,small,DE,4.0,3,287.73,863.19,63300.6,False,False
W0173,P023,male,46-55,26.0,national,False,sound_technician,mid,fixed_term,feature_film,False,mixed,small,IT,,86,248.13,21339.18,54588.6,False,False
W0174,P055,female,56+,26.0,EU_mobile,False,screenwriter,junior,freelance_cache,tv_series,False,private,small,BE,5.0,60,232.44,,51136.8,True,False
W0174,P010,male,56+,26.0,EU_mobile,False,editor,mid,freelance_cache,documentary,False,private,micro,FR,6.0,52,374.16,19456.32,82315.2,False,True
W0174,P057,female,56+,26.0,EU_mobile,False,screenwriter,senior,fixed_term,documentary,False,mixed,micro,DE,3.0,22,421.07,9263.54,92635.4,False,True
W0174,P050,female,56+,26.0,EU_mobile,False,composer,mid,fixed_term,feature_film,False,private,large,NL,,78,380.33,29665.74,83672.6,False,True
W0175,P064,male,36-45,13.0,national,False,editor,junior,freelance_cache,advertising,False,private,small,DE,4.0,16,,3849.6,52932.0,False,False
W0175,P056,male,36-45,13.0,national,False,editor,mid,fixed_term,short_film,False,private,small,FR,4.0,11,328.5,3613.5,72270.0,False,False
W0175,P021,male,36-45,,national,False,editor,junior,freelance_cache,tv_series,False,public,micro,FR,5.0,30,340.16,,74835.2,False,False
W0175,P046,male,36-45,13.0,national,False,editor,mid,freelance_cache,feature_film,False,private,small,NL,7.0,70,345.71,24199.7,76056.2,True,False
W0175,P051,male,36-45,13.0,national,False,editor,junior,fixed_term,documentary,True,mixed,micro,FR,4.0,38,259.35,,57057.0,False,True
W0176,P030,male,36-45,14.0,non_EU,False,cinematographer,junior,freelance_cache,short_film,False,mixed,micro,PT,5.0,19,,7227.98,83692.4,True,True
W0176,P007,male,36-45,14.0,non_EU,False,cinematographer,senior,freelance_cache,documentary,True,public,small,PL,4.0,45,737.67,33195.15,162287.4,False,True
W0176,P058,male,36-45,,non_EU,False,cinematographer,senior,freelance_cache,feature_film,False,private,micro,DE,4.0,90,,68543.1,167549.8,False,False
W0177,P009,female,26-35,,national,False,editor,senior,fixed_term,advertising,False,private,large,FR,1.0,5,,1644.85,72373.4,True,True
W0178,P034,male,36-45,,national,False,producer,mid,freelance_cache,advertising,False,public,micro,FR,7.0,15,611.92,9178.8,134622.4,True,True
W0178,P012,male,36-45,8.0,national,False,producer,senior,fixed_term,tv_series,False,public,micro,NL,7.0,27,801.77,21647.79,176389.4,False,False
W0178,P029,male,36-45,8.0,national,False,producer,senior,fixed_term,documentary,False,public,medium,BE,7.0,21,928.15,19491.15,204193.0,True,False
W0178,P039,male,36-45,8.0,national,False,producer,junior,freelance_cache,feature_film,False,private,small,PT,5.0,80,,45596.0,,False,True
W0178,P030,male,36-45,8.0,national,False,producer,junior,intermittent,short_film,False,mixed,micro,PT,4.0,16,,,130741.6,True,True
W0179,P037,male,46-55,28.0,national,False,screenwriter,senior,intermittent,tv_series,False,private,micro,IT,1.0,56,451.74,25297.44,99382.8,False,True
W0180,P020,female,18-25,3.0,national,False,art_technician,senior,freelance_cache,tv_series,False,private,small,FR,5.0,59,317.85,18753.15,69927.0,False,True
W0180,P053,female,18-25,3.0,national,False,art_technician,mid,fixed_term,feature_film,False,private,micro,FR,4.0,43,251.46,,55321.2,False,False
W0180,P048,female,18-25,3.0,national,False,art_technician,senior,freelance_cache,tv_series,False,private,medium,ES,,68,320.03,21762.04,,True,True
W0181,P011,male,46-55,28.0,non_EU,False,composer,mid,permanent,tv_series,False,public,medium,NL,4.0,41,493.08,20216.28,108477.6,False,True
W0181,P034,male,46-55,28.0,non_EU,False,composer,mid,permanent,advertising,False,public,micro,FR,7.0,4,470.2,1880.8,103444.0,False,True
W0181,P035,male,46-55,28.0,non_EU,False,composer,senior,fixed_term,advertising,False,private,large,PT,5.0,15,,7809.45,,False,True
W0181,P043,male,46-55,28.0,non_EU,False,composer,lead,intermittent,tv_series,False,mixed,small,ES,7.0,22,642.36,14131.92,141319.2,False,True
W0181,P004,male,46-55,28.0,non_EU,False,composer,mid,freelance_cache,documentary,False,private,large,IT,6.0,22,,12079.76,,True,False
W0182,P023,female,56+,24.0,national,True,composer,junior,freelance_cache,feature_film,False,mixed,small,IT,6.0,71,280.83,19938.93,61782.6,False,True
W0182,P003,female,56+,24.0,national,True,composer,senior,intermittent,documentary,False,public,small,BE,,31,,12235.7,86834.0,True,True
W0182,P027,female,56+,24.0,national,True,composer,junior,freelance_cache,feature_film,False,mixed,small,IT,5.0,67,327.02,21910.34,,False,False
W0182,P036,female,56+,24.0,national,True,composer,senior,permanent,feature_film,True,public,micro,FR,5.0,40,403.23,16129.2,88710.6,True,True
W0183,P029,female,26-35,9.0,national,False,editor,lead,intermittent,documentary,False,public,medium,BE,1.0,52,462.85,24068.2,101827.0,True,False
W0184,P010,male,36-45,16.0,national,False,screenwriter,mid,freelance_cache,documentary,False,private,micro,FR,4.0,26,,10645.7,90079.0,False,False
W0184,P055,male,36-45,16.0,national,False,screenwriter,mid,fixed_term,tv_series,False,private,small,BE,5.0,44,422.16,18575.04,92875.2,False,False
W0184,P007,male,36-45,16.0,national,False,screenwriter,mid,fixed_term,documentary,True,public,small,PL,4.0,41,409.93,16807.13,90184.6,False,True
W0184,P052,male,36-45,16.0,national,False,screenwriter,senior,fixed_term,documentary,False,mixed,medium,NL,,27,541.83,14629.41,119202.6,True,True
W0184,P051,male,36-45,16.0,national,False,screenwriter,lead,freelance_cache,documentary,True,mixed,micro,FR,5.0,55,,32509.95,130039.8,False,True
W0185,P063,male,26-35,7.0,national,False,editor,mid,fixed_term,feature_film,False,mixed,large,RO,1.0,83,356.28,29571.24,78381.6,False,True
W0186,P012,male,46-55,17.0,national,False,director,mid,permanent,tv_series,False,public,micro,NL,6.0,26,667.37,17351.62,146821.4,True,True
W0186,P002,male,46-55,17.0,national,False,director,junior,freelance_cache,advertising,False,private,micro,IT,4.0,12,,6680.88,122482.8,True,False
W0186,P001,male,46-55,17.0,national,False,director,junior,freelance_cache,short_film,False,mixed,small,ES,5.0,7,,,116707.8,True,True
W0186,P007,male,46-55,17.0,national,False,director,senior,fixed_term,documentary,True,public,small,PL,5.0,39,815.44,31802.16,179396.8,False,False
W0187,P028,male,26-35,5.0,national,False,editor,senior,fixed_term,documentary,True,mixed,micro,DE,5.0,20,435.47,8709.4,95803.4,False,False
W0187,P063,male,26-35,5.0,national,False,editor,mid,fixed_term,feature_film,False,mixed,large,RO,5.0,55,406.97,22383.35,89533.4,True,True
W0187,P057,male,26-35,5.0,national,False,editor,mid,permanent,documentary,False,mixed,micro,DE,6.0,31,413.94,,91066.8,False,True
W0187,P045,male,26-35,5.0,national,False,editor,mid,freelance_cache,feature_film,False,private,small,SE,6.0,62,342.67,21245.54,75387.4,False,True
W0188,P016,male,46-55,30.0,national,False,producer,junior,freelance_cache,feature_film,False,private,large,IT,1.0,72,588.9,42400.8,129558.0,True,True
W0188,P018,male,46-55,30.0,national,False,producer,senior,freelance_cache,short_film,False,public,large,DE,,20,931.7,18634.0,204974.0,False,False
W0189,P019,male,26-35,8.0,national,False,producer,junior,freelance_cache,feature_film,False,private,micro,PL,,47,619.97,29138.59,136393.4,True,False
W0189,P013,male,26-35,8.0,national,False,producer,mid,freelance_cache,advertising,False,private,micro,DE,4.0,15,708.11,10621.65,155784.2,False,True
W0189,P047,male,26-35,,national,False,producer,senior,intermittent,tv_series,False,private,medium,DE,5.0,48,,,202884.0,True,True
W0190,P028,male,36-45,13.0,national,True,sound_technician,mid,freelance_cache,documentary,True,mixed,micro,DE,1.0,16,290.29,4644.64,63863.8,False,False
W0191,P006,female,46-55,30.0,national,False,producer,senior,fixed_term,tv_series,False,private,micro,DE,4.0,57,840.77,47923.89,184969.4,False,True
W0191,P013,female,46-55,30.0,national,False,producer,junior,freelance_cache,advertising,False,private,micro,DE,5.0,10,607.72,,133698.4,False,True
W0191,P002,female,46-55,30.0,national,False,producer,junior,freelance_cache,advertising,False,private,micro,IT,4.0,13,,6435.39,108906.6,True,True
W0191,P042,female,46-55,30.0,national,False,producer,senior,fixed_term,advertising,False,public,small,ES,6.0,18,811.57,14608.26,178545.4,True,True
W0191,P047,female,46-55,30.0,national,False,producer,junior,freelance_cache,tv_series,False,private,medium,DE,4.0,52,,,,True,True
W0192,P010,male,26-35,9.0,national,False,cinematographer,mid,fixed_term,documentary,False,private,micro,FR,2.0,25,478.84,11971.0,105344.8,False,True
W0192,P037,male,26-35,9.0,national,False,cinematographer,mid,fixed_term,tv_series,False,private,micro,IT,1.0,25,603.53,15088.25,132776.6,False,False
W0193,P032,female,36-45,15.0,non_EU,False,art_technician,junior,freelance_cache,tv_series,False,private,small,DE,3.0,59,,,,True,False
W0193,P037,female,36-45,15.0,non_EU,False,art_technician,mid,freelance_cache,tv_series,False,private,micro,IT,2.0,78,253.29,19756.62,55723.8,False,True
W0194,P058,male,26-35,8.0,non_EU,False,screenwriter,mid,fixed_term,feature_film,False,private,micro,DE,5.0,35,411.0,14385.0,90420.0,True,False
W0194,P038,male,26-35,8.0,non_EU,False,screenwriter,senior,permanent,short_film,False,mixed,micro,PT,5.0,8,487.64,3901.12,107280.8,True,True
W0194,P060,male,26-35,8.0,non_EU,False,screenwriter,senior,permanent,advertising,False,mixed,medium,SE,2.0,4,438.01,1752.04,96362.2,False,False
W0195,P012,female,36-45,17.0,national,False,sound_technician,junior,freelance_cache,tv_series,False,public,micro,NL,4.0,36,239.63,,52718.6,False,False
W0195,P004,female,36-45,17.0,national,False,sound_technician,lead,intermittent,documentary,False,private,large,IT,4.0,30,483.92,14517.6,106462.4,True,False
W0195,P028,female,36-45,17.0,national,False,sound_technician,mid,intermittent,documentary,True,mixed,micro,DE,5.0,52,330.66,17194.32,,False,True
W0195,P048,female,36-45,17.0,national,False,sound_technician,junior,freelance_cache,tv_series,False,private,medium,ES,6.0,29,,,,False,False
W0196,P055,male,26-35,9.0,national,False,art_technician,senior,freelance_cache,tv_series,False,private,small,BE,4.0,24,410.91,9861.84,90400.2,False,True
W0196,P021,male,26-35,9.0,national,False,art_technician,mid,intermittent,tv_series,False,public,micro,FR,2.0,36,236.43,8511.48,52014.6,True,False
W0196,P010,male,26-35,9.0,national,False,art_technician,mid,fixed_term,documentary,False,private,micro,FR,3.0,35,267.73,9370.55,58900.6,False,True
W0197,P057,male,26-35,5.0,non_EU,False,composer,junior,freelance_cache,documentary,False,mixed,micro,DE,3.0,34,328.26,11160.84,72217.2,False,False
W0197,P054,male,26-35,5.0,non_EU,False,composer,senior,intermittent,documentary,False,private,micro,PL,5.0,35,507.93,17777.55,,False,False
